timestamp,relative_humidity_pct,wind_direction_deg,wind_cardinal,altimeter,sea_level_pressure,visibility,cloud_layer_code,cloud_layer,metar,weather_summary,pressure_tendency,temperature_c,temperature_f,dewpoint_c,dewpoint_f,max_temp_6h_c,max_temp_6h_f,min_temp_6h_c,min_temp_6h_f,max_temp_24h_c,max_temp_24h_f,min_temp_24h_c,min_temp_24h_f,wind_speed_kmh,wind_speed_mph
2026-02-08T11:10:00-0800,22.59,90.0,E,102302.751,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 081910Z AUTO 09003KT 10SM CLR 26/03 A3021,clear,,26.0,78.8,,,,,,,,,,,1.543,0.96
2026-02-08T11:15:00-0800,21.04,130.0,SE,102302.751,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 081915Z AUTO 13003KT 10SM CLR 26/02 A3021,clear,,26.0,78.8,,,,,,,,,,,1.543,0.96
2026-02-08T11:20:00-0800,19.84,0.0,N,102302.751,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 081920Z AUTO 00000KT 10SM CLR 27/02 A3021,clear,,27.0,80.6,,,,,,,,,,,0.0,0.0
2026-02-08T11:25:00-0800,19.84,0.0,N,102302.751,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 081925Z AUTO 00000KT 10SM CLR 27/02 A3021,clear,,27.0,80.6,,,,,,,,,,,0.0,0.0
2026-02-08T11:30:00-0800,19.84,20.0,NNE,102302.751,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 081930Z AUTO 02003KT 10SM CLR 27/02 A3021,clear,,27.0,80.6,,,,,,,,,,,1.543,0.96
2026-02-08T11:35:00-0800,19.84,10.0,N,102302.751,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 081935Z AUTO 01003KT 10SM CLR 27/02 A3021,clear,,27.0,80.6,,,,,,,,,,,1.543,0.96
2026-02-08T11:40:00-0800,19.84,0.0,N,102268.887,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 081940Z AUTO 00000KT 10SM CLR 27/02 A3020,clear,,27.0,80.6,,,,,,,,,,,0.0,0.0
2026-02-08T11:45:00-0800,19.84,0.0,N,102268.887,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 081945Z AUTO 00000KT 10SM CLR 27/02 A3020,clear,,27.0,80.6,,,,,,,,,,,0.0,0.0
2026-02-08T11:50:00-0800,19.84,310.0,NW,102268.887,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 081950Z AUTO 31003KT 10SM CLR 27/02 A3020,clear,,27.0,80.6,,,,,,,,,,,1.543,0.96
2026-02-08T11:53:00-0800,19.76,0.0,N,102268.887,102260.0,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 081953Z 00000KT 10SM CLR 27/02 A3020 RMK AO2 SLP226 T02670017,clear,,26.7,80.06,1.7,35.06,,,,,,,,,0.0,0.0
2026-02-08T11:55:00-0800,19.84,0.0,N,102268.887,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 081955Z AUTO 00000KT 10SM CLR 27/02 A3020,clear,,27.0,80.6,,,,,,,,,,,0.0,0.0
2026-02-08T12:00:00-0800,19.84,0.0,N,102268.887,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 082000Z AUTO 00000KT 10SM CLR 27/02 A3020,clear,,27.0,80.6,,,,,,,,,,,0.0,0.0
2026-02-08T12:05:00-0800,19.84,0.0,N,102235.024,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 082005Z AUTO 00000KT 10SM CLR 27/02 A3019,clear,,27.0,80.6,,,,,,,,,,,0.0,0.0
2026-02-08T12:10:00-0800,18.72,300.0,WNW,102235.024,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 082010Z AUTO 30003KT 10SM CLR 28/02 A3019,clear,,28.0,82.4,,,,,,,,,,,1.543,0.96
2026-02-08T12:15:00-0800,18.72,0.0,N,102235.024,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 082015Z AUTO 00000KT 10SM CLR 28/02 A3019,clear,,28.0,82.4,,,,,,,,,,,0.0,0.0
2026-02-08T12:20:00-0800,20.1,250.0,WSW,102235.024,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 082020Z AUTO 25006KT 10SM CLR 28/03 A3019,clear,,28.0,82.4,,,,,,,,,,,3.087,1.92
2026-02-08T12:25:00-0800,21.57,260.0,W,102235.024,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 082025Z AUTO 26008KT 10SM CLR 28/04 A3019,clear,,28.0,82.4,,,,,,,,,,,4.116,2.56
2026-02-08T12:30:00-0800,20.1,270.0,W,102201.16,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 082030Z AUTO 27006KT 10SM CLR 28/03 A3018,clear,,28.0,82.4,,,,,,,,,,,3.087,1.92
2026-02-08T12:35:00-0800,21.57,250.0,WSW,102201.16,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 082035Z AUTO 25010KT 10SM CLR 28/04 A3018,clear,,28.0,82.4,,,,,,,,,,,5.144,3.2
2026-02-08T12:40:00-0800,26.28,260.0,W,102201.16,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 082040Z AUTO 26010KT 10SM CLR 27/06 A3018,clear,,27.0,80.6,,,,,,,,,,,5.144,3.2
2026-02-08T12:45:00-0800,26.28,250.0,WSW,102201.16,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 082045Z AUTO 25010KT 10SM CLR 27/06 A3018,clear,,27.0,80.6,,,,,,,,,,,5.144,3.2
2026-02-08T12:50:00-0800,26.28,250.0,WSW,102167.296,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 082050Z AUTO 25010KT 10SM CLR 27/06 A3017,clear,,27.0,80.6,,,,,,,,,,,5.144,3.2
2026-02-08T12:53:00-0800,26.02,250.0,WSW,102167.296,102160.0,10.0,2006.0,"{'sky_condition': 'thin scattered', 'height_agl': 6096.07}",METAR KLAX 082053Z COR 25009KT 10SM FEW200 27/06 A3017 RMK AO2 SLP216  T02670056 58016,thin scattered,8016.0,26.7,80.06,5.6,42.08,,,,,,,,,4.63,2.88
2026-02-08T12:55:00-0800,26.28,250.0,WSW,102167.296,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 082055Z AUTO 25008KT 10SM CLR 27/06 A3017,clear,,27.0,80.6,,,,,,,,,,,4.116,2.56
2026-02-08T13:00:00-0800,29.86,260.0,W,102167.296,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 082100Z AUTO 26009KT 10SM CLR 26/07 A3017,clear,,26.0,78.8,,,,,,,,,,,4.63,2.88
2026-02-08T13:05:00-0800,26.28,260.0,W,102133.432,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 082105Z AUTO 26008KT 10SM CLR 27/06 A3016,clear,,27.0,80.6,,,,,,,,,,,4.116,2.56
2026-02-08T13:10:00-0800,26.0,250.0,WSW,102133.432,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 082110Z AUTO 25009KT 10SM CLR 26/05 A3016,clear,,26.0,78.8,,,,,,,,,,,4.63,2.88
2026-02-08T13:15:00-0800,26.28,250.0,WSW,102133.432,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 082115Z AUTO 25010KT 10SM CLR 27/06 A3016,clear,,27.0,80.6,,,,,,,,,,,5.144,3.2
2026-02-08T13:20:00-0800,29.86,270.0,W,102133.432,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 082120Z AUTO 27010KT 10SM CLR 26/07 A3016,clear,,26.0,78.8,,,,,,,,,,,5.144,3.2
2026-02-08T13:25:00-0800,31.97,270.0,W,102133.432,,10.0,1.0,"{'sky_condition': 'clear', 'height_agl': None}",METAR KLAX 082125Z AUTO 27011KT 10SM CLR 26/08 A3016,clear,,26.0,78.8,,,,,,,,,,,5.659,3.52
